Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
HERNANDEZ NOTARY & INCOME TAX SERVICE,MAYRA HERNANDEZ,5911 HEFFERNAN ST,HOUSTON,TX,77087,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-03-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HICKS THOMAS LLP,HICKS THOMAS LLP,700 LOUISIANA ST STE 2000,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2020-10-30T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HNDOCU.COM LLC,HNDOCU.COM LLC,9800 CENTRE PKWY STE 560,HOUSTON,TX,77036,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-10-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HOGAN LOVELLS US LLP,HOGAN LOVELLS US LLP,700 LOUISIANA ST STE 4300,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2010-03-11T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HOLLAND & KNIGHT LLP,HOLLAND & KNIGHT LLP,811 MAIN ST STE 2500,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PI,2023-01-30T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HOLLAND & KNIGHT LLP,HOLLAND & KNIGHT LLP,1100 LOUISIANA ST STE 4300,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PI,2015-09-17T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HOUSTON METROPOLITAN PARALEGAL ASSOCIATION,HOUSTON METROPOLITAN PARALEGAL ASSOCIATION,440 LOUISIANA ST STE 900,HOUSTON,TX,77002,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type CN,2000-08-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HOUSTON MULTISERVICE,GRSIELDA CRUZ,13839 NIMITZ ST STE B,HOUSTON,TX,77015,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-09-26T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
HUSCH BLACKWELL LLP,HUSCH BLACKWELL LLP,600 TRAVIS ST STE 2350,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2020-11-12T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
IMPERIAL TAX MULTISERVICE,MARINA LOPEZ,6126 PINEMONT DR STE B,HOUSTON,TX,77092,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-04-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
INDEPENDENT RESEARCH & INVESTIGATIVE SERVICES,CHRISTIAN REINHARDT WENDENBURG,1522 KENNEBECK PL,HOUSTON,TX,77077,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2022-02-17T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"INFORMATION DEVELOPMENT, INC.","INFORMATION DEVELOPMENT, INC.",8746 FAIRBEND ST,HOUSTON,TX,77055,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2023-04-05T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
INVESTIGATIVE MANAGEMENT SOLUTIONS,"INVESTIGATIVE MANAGEMENT SOLUTIONS, PROFESSIONAL L",1117 POST OAK PARK DR APT C,HOUSTON,TX,77027,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2010-04-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
IS ALL ABOUT CARS,ANA M FLORES,7807 LONG POINT RD STE 375,HOUSTON,TX,77055,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-12-19T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
IVY'S TITLE SERVICES,IVETTE BONILLA PERALES,6727 1/2 HARRISBURG BLVD,HOUSTON,TX,77011,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2022-10-12T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
J MIRACLE TITLES,JENNIS FERNANDEZ LINO,8917 S GESSNER RD APT 15,HOUSTON,TX,77074,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2026-08-26T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JACKSON LEWIS P.C.,JACKSON LEWIS P.C.,1415 LOUISIANA ST STE 3325,HOUSTON,TX,77002,541110,Offices of Lawyers,Type CU,2014-03-04T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JACQUIE S MOBILE NOTARY & MORE,JACQUELINE MARISOL RIOS,10303 NORTHWEST FWY STE 523,HOUSTON,TX,77092,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2026-08-24T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JB AUTO TITLE,TIANA LIZETTE WOLFE,2522 BERRY RD,HOUSTON,TX,77093,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-05-28T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JBC MULTI-SERVICES,BRENDA E REYES-COVARRUBIAS,924 E ANDERSON RD,HOUSTON,TX,77047,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-02-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JD ACTUAL AUTOMOTIVE LLC,JD ACTUAL AUTOMOTIVE LLC,3911 WALDO ST,HOUSTON,TX,77063,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-05-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JESSIES NOTARY MULTISERVICES LLC,JESSIES NOTARY MULTISERVICES LLC,3718 GREENHOUSE RD STE B,HOUSTON,TX,77084,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-10-15T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JESUS MULTISERVICIOS,GLORIA A MORALES,123 HILL RD # 1,HOUSTON,TX,77037,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-04-17T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JIREH CAR TITLE SERVICE,ANA MARIA MORALES,6806 LONG POINT RD STE K,HOUSTON,TX,77055,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-09-29T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
JONES DAY,JONES DAY,600 TRAVIS ST STE 6500,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PI,2001-02-12T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
K'S ENTERPRISE AUTO TITLE SERVICE LLC,K'S ENTERPRISE AUTO TITLE SERVICE LLC,8052 SAINT LOUIS ST,HOUSTON,TX,77028,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-04-02T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
KARLY'S TAXES & MULTISERVICES,KARLY'S TAXES & MULTISERVICES LLC,918 ALDINE BENDER RD,HOUSTON,TX,77032,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2026-07-10T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
KEAN MILLER LLP,KEAN MILLER LLP,711 LOUISIANA ST STE 1900,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2018-01-25T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
KING & SPALDING,KING & SPALDING LLP,1100 LOUISIANA ST STE 3300,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,1995-09-26T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
KIRKLAND & ELLIS LLP,KIRKLAND & ELLIS LLP,600 TRAVIS ST,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2014-08-22T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
KRIS TITLE SERVICES LLC,KRIS TITLE SERVICES LLC,702 TELEPHONE RD,HOUSTON,TX,77023,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2023-11-30T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
L & P MULTISERVICES,LINDA ROSAS,9299 S GESSNER RD STE B,HOUSTON,TX,77074,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-01-24T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LA FAMILIA TITLE SERVICE,ANTONIO CAMPOS JR,1842 FEDERAL RD,HOUSTON,TX,77015,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-01-04T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LA PLACITA MULTISERVICES,REYNALDO ANTONIO GARCIA SR,14829 BELLAIRE BLVD STE 1A,HOUSTON,TX,77083,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2016-07-18T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"LANDTITLE TEXAS, L.L.C.","LANDTITLE TEXAS, L.L.C.",340 N SAM HOUSTON PKWY E STE 268,HOUSTON,TX,77060,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2015-06-26T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LARA INCOME TAX,JUANITA CATALINA TREVINO,8234 HOWARD DR,HOUSTON,TX,77017,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-05-22T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LATHAM & WATKINS LLP,LATHAM & WATKINS LLP,811 MAIN ST STE 3700,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PF,2025-03-10T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LATIN AMERICAN INSURANCE,LILIA E AGUDO,13617 VETERANS MEMORIAL DR,HOUSTON,TX,77014,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-01-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LATINO XPRESS MULTISERVICES LLC,LATINO XPRESS MULTISERVICES LLC,14415 STATE HIGHWAY 249 STE A,HOUSTON,TX,77086,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-09-18T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LAW OFFICE OF MARK ASH,"LAW OFFICE OF MARK ASH & ASSOCIATES, P.C.",2016 MAIN ST STE 108,HOUSTON,TX,77002,541110,Offices of Lawyers,Type CP,2016-07-18T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LAZOS SERVI MAX LLC,LAZOS SERVI MAX LLC,3504 CAMPBELL RD,HOUSTON,TX,77080,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-06-10T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LEE SERVICE'S,YESSICA GUADALUPE PATINO,414 HUNT ST,HOUSTON,TX,77003,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-05-29T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"LEGALLY, LLC","LEGALLY, LLC",2001 S VOSS RD APT 544,HOUSTON,TX,77057,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-10-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LIQUID CLEANING PROCESSES INC,LIQUID CLEANING PROCESSES INC.,1431 WIRT RD UNIT 150,HOUSTON,TX,77055,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2015-07-01T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LOMELI TITLE SERVICES,LOMELI TITLE SERVICES LLC,220 MCCARTY ST,HOUSTON,TX,77029,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2019-08-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
LOPEZ INCOME TAX NOTARY PUBLIC,MARTHA PRISCILLA LOPEZ,11709 ALDINE WESTFIELD RD,HOUSTON,TX,77093,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-05-07T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
M & M JIREH SOLUTIONS LLC,M & M JIREH SOLUTIONS LLC,8191 SOUTHWEST FWY STE 202,HOUSTON,TX,77074,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-05-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MAGNETIC NOTARY,MAGNETIC NOTARY L.L.C.,1880 S DAIRY ASHFORD RD STE 207 PMB 372,HOUSTON,TX,77077,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-02-09T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MAGNOLIA TITLE SERVICE,JUAN P GARZA,7210 LAWNDALE ST STE D,HOUSTON,TX,77012,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-12-14T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MARIBELLA'S MOBILE NOTARY AND TITLE SERVICE,MARIBEL LOPEZ,9235 N HOUSTON ROSSLYN RD,HOUSTON,TX,77088,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-10-10T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MCGUIREWOODS LLP,MCGUIREWOODS LLP,600 TRAVIS ST STE 7500,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2011-02-15T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MEDRECON,"MEDRECON, LLC",10550 RICHMOND AVE STE 310,HOUSTON,TX,77042,541110,Offices of Lawyers,Limited Liability Company (LLC),2016-08-09T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MEHDIPOUR & MEHDIPOUR,"MEHDIPOUR & MEHDIPOUR, PLLC",770 S POST OAK LN,HOUSTON,TX,77056,541110,Offices of Lawyers,Limited Liability Company (LLC),2025-03-24T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MELY'S BOUTIQUE,GAUDDY JULISSA MORALES,8813 AIRLINE DR,HOUSTON,TX,77037,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-10-26T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MELY'S MULTISERVICES,GAUDDY JULISSA MORALES,8815 AIRLINE DR STE F-72,HOUSTON,TX,77037,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-03-28T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MENDOZA'S TITLE SERVICES LLC.,MENDOZA'S TITLE SERVICES LLC.,6362 WINDSWEPT LN,HOUSTON,TX,77057,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-04-04T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MERINO'S NOTARY,HOMERO MERINO,8446 FONDREN RD,HOUSTON,TX,77074,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-08-05T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MEXIS TAX SERVICES INSURANCE,LIZETH GERALDINA NASSAR,126 E PARKER RD,HOUSTON,TX,77076,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-12-06T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MI GENTE MULTISERVICES,ERIKA JOHAYRA ORELLANA,2021 ALDINE MAIL ROUTE RD STE 501,HOUSTON,TX,77039,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-04-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"MIKE SCHULLER & ASSOCIATES, INC.","MIKE SCHULLER & ASSOCIATES, INC.",14300 NORTHWEST FWY STE B6,HOUSTON,TX,77040,541110,Offices of Lawyers,Texas Corporation,2018-12-14T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MKO SIGNINGS LLC,MKO SIGNINGS LLC,8500 COOK RD STE A,HOUSTON,TX,77072,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-06-11T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MORGAN LEWIS & BOCKIUS LLP,MORGAN LEWIS & BOCKIUS LLP,1000 LOUISIANA ST STE 1300,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PI,2007-03-30T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MOSTYN LAW FIRM P.C.,MOSTYN LAW FIRM P.C.,3810 W ALABAMA ST,HOUSTON,TX,77027,541110,Offices of Lawyers,Type CP,2016-03-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MOUND COTTON WOLLAN & GREENGRASS LLP,MOUND COTTON WOLLAN & GREENGRASS LLP,3 GREENWAY PLZ STE 1300,HOUSTON,TX,77046,541110,Offices of Lawyers,Type PF,2026-04-03T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MRCRUZ NOTARY & MULTI SERVICE,MIRNA CRUZ,4201 CYPRESS CREEK PKWY STE 508,HOUSTON,TX,77068,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-10-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MRV PERMIT SVCS,MAYLOA VIDAL,5950 LANGHAM CREEK ESTATES DR,HOUSTON,TX,77084,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-10-11T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"MT NOTARY & MULTISERVICES, LLC","MT NOTARY & MULTISERVICES, LLC",12360 RICHMOND AVE APT 1828,HOUSTON,TX,77082,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-01-03T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MULTISERVICE EXPRESS ARTDALE,EVA QUINONES AQUINO,4011 ARTDALE ST,HOUSTON,TX,77063,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2026-06-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MULTISERVICE LA JOYA,MAYRA ESMERALDA RODRIGUEZ,826 SUNNYSIDE ST,HOUSTON,TX,77076,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-08-15T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
MULTISERVICES MIRIAM,MIRIAM QUIROZ TELLO,5710 CHIPPEWA BLVD STE B,HOUSTON,TX,77086,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-11-18T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"MUNSCH NARDT KOPF & HARR, P.C.","MUNSCH HARDT KOPF & HARR, P.C.",700 MILAM ST STE 2700,HOUSTON,TX,77002,541110,Offices of Lawyers,Type CP,2018-07-10T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
NAHUATL ESTATES LLC,PROSPERITY BUSINESS SOLUTIONS LLC,11406 TRIOLA LN,HOUSTON,TX,77072,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-09-24T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
NAVA TITLE TRANSFER & MULTISERVICES,REGINA NAVALON,11034 AIRLINE DR,HOUSTON,TX,77037,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-12-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
NDEX TITLE SERVICES LLC,"BDF TITLE SERVICES, LLC",1900 SAINT JAMES PL STE 600,HOUSTON,TX,77056,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2008-03-11T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
NERI TITLE SERVICES,BLANCA NERI,631 E TWICKENHAM TRL,HOUSTON,TX,77076,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2022-03-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"O'HARA LAW FIRM, P.C.","O'HARA LAW FIRM, P.C.",14550 TORREY CHASE BLVD STE 260,HOUSTON,TX,77014,541110,Offices of Lawyers,Type CP,2022-09-27T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
O'MELVENY & MYERS LLP,O'MELVENY & MYERS LLP,700 LOUISIANA ST,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PF,2022-12-03T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
OCEAN TITLE SERVICES LLC,OCEAN TITLE SERVICES LLC,7417 HILLCROFT ST STE 2C,HOUSTON,TX,77081,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-02-11T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
OCEAN TITLE SERVICES LLC,OCEAN TITLE SERVICES LLC,6206 EVERGREEN ST,HOUSTON,TX,77081,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2026-01-22T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"OGLETREE, DEAKINS, NASH, SMOAK & STEWART, PC","OGLETREE, DEAKINS, NASH, SMOAK & STEWART, PC",500 DALLAS ST STE 3000,HOUSTON,TX,77002,541110,Offices of Lawyers,Foreign Corporation (Out-of-State),2002-01-24T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"OLSON & OLSON, L.L.P.","OLSON & OLSON, L.L.P.",2727 ALLEN PKWY STE 600,HOUSTON,TX,77019,541110,Offices of Lawyers,Type PI,2021-09-09T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
ON TIME MULTISERVICES,LUIS BERRIOS AND CLAUDIA TORRES,6601 HILLCROFT ST STE 122,HOUSTON,TX,77081,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type PI,2024-12-17T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
"ORRICK, HERRINGTON & SUTCLIFFE LLP","ORRICK, HERRINGTON & SUTCLIFFE LLP",1301 MCKINNEY ST,HOUSTON,TX,77010,541110,Offices of Lawyers,Type PI,2016-03-15T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
ORTIZ PREMIER TITLE SERVICE,SELENA ORTIZ CASH,3906 WALDO ST STE 2A,HOUSTON,TX,77063,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-01-13T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
OSHA BERGMAN WATANABE & BURTON LLP,OSHA BERGMAN WATANABE & BURTON LLP,909 FANNIN ST STE 3500,HOUSTON,TX,77010,541110,Offices of Lawyers,Type PI,2022-02-07T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
OUR LEGACY TITLE SERVICES & MORE,JENNIFER L WILLIAMS,5750 N SAM HOUSTON PKWY E STE 1007B,HOUSTON,TX,77032,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-04-16T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PACIFIC MULTISERVICES PLUS,VU DUY TRAN,11360 BELLAIRE BLVD STE 820,HOUSTON,TX,77072,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-10-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PANASERVICES,IRMA H HERNANDEZ,9779 LONG POINT RD,HOUSTON,TX,77055,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-01-31T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PARADIGM E.S.  LLC,PARADIGM EDISCOVERY SOLUTIONS LLC,3605 KATY FWY STE 200,HOUSTON,TX,77007,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2018-11-28T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PARSONS MCENTIRE MCCLEARY PLLC,PARSONS MCENTIRE MCCLEARY PLLC,1 RIVERWAY,HOUSTON,TX,77056,541110,Offices of Lawyers,Limited Liability Company (LLC),2018-07-05T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PATHLIGHT LEGAL,TIFFANY SAMS,114 HEIGHTS BLVD UNIT I,HOUSTON,TX,77007,541110,Offices of Lawyers,Type IS,2026-01-23T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PATTEN TITLE COMPANY,"PATTEN TITLE HOLDINGS #1, LLC",4265 SAN FELIPE ST STE 400,HOUSTON,TX,77027,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2022-08-26T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PEREA'S MULTISERVICES,ESTANISLAO PEREA,2509 FM 1960 RD STE C,HOUSTON,TX,77073,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-01-06T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PHELPS DUNBAR LLP,"PHELPS DUNBAR, L.L.P.",700 LOUISIANA ST STE 2600,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PB,2010-06-10T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PILLSBURY WINTHROP SHAW PITTMAN LLP,PILLSBURY WINTHROP SHAW PITTMAN LLP,609 MAIN ST FL 20,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PI,2014-02-19T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PINZON PUBLIC NOTARY SERVICES,MARIA DE LOS ANGELES PINZON,835 CLOVERLEAF ST,HOUSTON,TX,77015,541120,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2022-11-29T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PIPKINS INVESTIGATIONS,MLS PARENT HOLDINGS LLC,9800 NORTHWEST FWY STE 306,HOUSTON,TX,77092,541199,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Corporation / Corporate Entity,2025-10-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PLATINUM FINANCIAL ENTERPRISE,LUCERO CARBAJAL BENITEZ,11121 BAUMAN RD,HOUSTON,TX,77076,541191,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-07-09T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
PORTER & HEDGES L L P,PORTER HEDGES LLP,1000 MAIN ST FL 36,HOUSTON,TX,77002,541110,Offices of Lawyers,Type PI,2005-07-21T00:00:00.000,State Bar Ethics / Client Wire Fraud / Escrow Defense
